0,1
0,1
0,2
0,3
0,4
0,5
0,6
0,5121
0,6663
0,5129
0,10
0,11
0,14852
0,15
0,1039
0,17
0,18
0,19
0,20
0,2064
0,5649
0,5654
0,7696
0,9751
0,12825
0,30
0,1054
0,13342
0,14881
0,9762
0,35
0,36
0,548
0,4135
0,15402
0,3117
0,46
0,49
0,1589
0,54
0,55
0,56
0,4154
0,12859
0,13371
0,17980
0,1598
0,6207
0,17470
0,2115
0,73
0,74
0,1099
0,1609
0,2122
0,4172
0,6220
0,18512
0,7249
0,82
0,8280
0,5721
0,2651
0,5723
0,1117
0,94
0,14430
0,3170
0,16486
0,5738
0,108
0,1132
0,11885
0,15471
0,2161
0,9842
0,4211
0,116
0,18036
0,2680
0,17529
0,6266
0,3709
0,126
0,5757
0,7293
0,1154
0,1668
0,4745
0,11913
0,4750
0,4751
0,3728
0,4244
0,1173
0,662
0,7316
0,668
0,669
0,3228
0,3742
0,5276
0,8351
0,11425
0,13469
0,1188
0,16549
0,17056
0,11944
0,2732
0,2222
0,10417
0,2739
0,1204
0,183
0,14007
0,1722
0,3258
0,11971
0,11972
0,10951
0,11470
0,5327
0,209
0,2769
0,15574
0,14039
0,15067
0,2268
0,16603
0,734
0,2272
0,225
0,18152
0,8940
0,2798
0,1263
0,1775
0,12018
0,16626
0,1268
0,14068
0,19700
0,5880
0,12537
0,256
0,2819
0,260
0,10501
0,3847
0,6919
0,1289
0,9481
0,1291
0,11533
0,19217
0,2323
0,19219
0,4373
0,19221
0,12567
0,2842
0,10522
0,10013
0,8479
0,12577
0,290
0,802
0,803
0,2341
0,5414
0,1319
0,8482
0,11047
0,3370
0,1835
0,15651
0,17194
0,18728
0,11057
0,6452
0,12596
0,16180
0,16184
0,2882
0,835
0,17732
0,16710
0,18249
0,14666
0,16203
0,1361
0,8529
0,2899
0,12116
0,12627
0,5974
0,3415
0,3927
0,345
0,9559
0,15190
0,5980
0,18589
0,18270
0,1887
0,11617
0,5477
0,362
0,17258
0,1390
0,10098
0,10100
0,13687
0,2424
0,8057
0,891
0,2939
0,8576
0,8066
0,2948
0,3462
0,12679
0,8585
0,1421
0,15253
0,17302
0,920
0,409
0,10652
0,7070
0,17310
0,12704
0,8613
0,16163
0,1962
0,1967
0,2992
0,15280
0,4018
0,3507
0,17330
0,18356
0,1464
0,5564
0,2493
0,13757
0,17185
0,11200
0,8642
0,454
0,7622
0,9672
0,15818
0,14795
0,16843
0,7118
0,8144
0,6097
0,466
0,5076
0,983
0,13277
0,2014
0,6112
0,993
0,482
0,15335
0,1513
0,9709
0,1519
0,8688
0,1010
0,1526
0,16382
0,1016
0,3582
1,512
1,7169
1,19969
1,4
1,5
1,4614
1,9221
1,8
1,9
1,11781
1,12
1,1550
1,11281
1,12308
1,21
1,14358
1,23
1,1047
1,1561
1,9240
1,27
1,29
1,542
1,33
1,2092
1,9263
1,12340
1,1589
1,54
1,3125
1,9272
1,4665
1,9782
1,10810
1,16956
1,18486
1,2110
1,7230
1,18491
1,65
1,66
1,17475
1,69
1,6725
1,9802
1,8269
1,12366
1,12880
1,1105
1,85
1,3670
1,599
1,10838
1,4185
1,90
1,602
1,5722
1,18015
1,5217
1,9315
1,7268
1,11878
1,103
1,5738
1,6251
1,112
1,19057
1,1650
1,2163
1,3187
1,7795
1,12403
1,15987
1,18034
1,3193
1,6780
1,16508
1,3199
1,641
1,11394
1,1668
1,133
1,4606
1,3207
1,1160
1,4745
1,19082
1,10380
1,10893
1,3216
1,7313
1,6291
1,9363
1,149
1,1174
1,12948
1,2712
1,4250
1,6299
1,9882
1,3231
1,6818
1,8356
1,2725
1,166
1,167
1,5799
1,169
1,1705
1,2221
1,181
1,17078
1,8889
1,698
1,11961
1,188
1,17597
1,190
1,2750
1,192
1,2241
1,194
1,2754
1,10432
1,12481
1,199
1,204
1,209
1,721
1,1235
1,212
1,6356
1,7897
1,3291
1,3292
1,6364
1,18654
1,229
1,13544
1,7914
1,239
1,14576
1,9970
1,1269
1,3317
1,4341
1,5366
1,7415
1,1274
1,9463
1,4862
1,3841
1,2308
1,261
1,2821
1,16646
1,19720
1,1289
1,18697
1,1291
1,16653
1,271
1,4367
1,4884
1,793
1,3865
1,8475
1,9501
1,1823
1,288
1,11551
1,13094
1,296
1,298
1,3372
1,4908
1,4400
1,19249
1,16179
1,6964
1,10747
1,6459
1,316
1,1852
1,4924
1,4925
1,10043
1,5953
1,15677
1,5443
1,9539
1,5957
1,1864
1,17228
1,8014
1,4943
1,848
1,1872
1,3408
1,14162
1,852
1,15699
1,343
1,5978
1,13659
1,3422
1,353
1,354
1,9062
1,16231
1,15211
1,366
1,15214
1,12656
1,17777
1,9586
1,1907
1,1910
1,887
1,3449
1,10617
1,1915
1,380
1,1405
1,13178
1,13179
1,13691
1,14713
1,6530
1,7042
1,3466
1,907
1,15755
1,16778
1,17290
1,18319
1,9105
1,930
1,4007
1,6571
1,11691
1,429
1,7085
1,4015
1,1968
1,6063
1,12715
1,13238
1,11191
1,19894
1,6077
1,2494
1,5056
1,15808
1,13250
1,5061
1,13766
1,5063
1,6091
1,11726
1,976
1,15316
1,10197
1,982
1,3031
1,7128
1,13787
1,477
1,5091
1,8676
1,16362
1,17901
1,13294
1,2031
1,6640
1,4089
1,3067
1,510
1,1535
2,1793
2,8846
2,3472
2,2321
2,22
2,4377
2,4506
2,28
2,18854
2,2343
2,5288
2,18471
2,46
2,1201
2,6706
2,183
2,11962
2,7742
2,9798
2,3271
2,3527
2,10186
2,5708
2,2765
2,16590
2,15440
2,13657
2,2268
2,94
2,1375
2,4702
2,1252
2,4325
2,7017
2,114
2,7795
2,8819
2,630
2,3448
3,9729
3,10755
3,4
3,7
3,10248
3,11
3,11790
3,12303
3,16
3,528
3,13841
3,19
3,10263
3,10776
3,25
3,4123
3,7196
3,30
3,5154
3,3107
3,14882
3,14373
3,15394
3,16418
3,1066
3,4138
3,17450
3,57
3,58
3,15932
3,5190
3,584
3,2632
3,2635
3,18004
3,10326
3,14433
3,2658
3,13412
3,10341
3,103
3,104
3,18536
3,9838
3,2159
3,112
3,624
3,7793
3,8817
3,1140
3,117
3,3700
3,9333
3,12917
3,5753
3,123
3,8834
3,17539
3,11398
3,19590
3,5771
3,147
3,3219
3,3222
3,6300
3,17568
3,1188
3,8356
3,13481
3,10410
3,172
3,2736
3,12465
3,6839
3,1208
3,15545
3,3258
3,2236
3,10941
3,17596
3,192
3,1729
3,4800
3,1737
3,3275
3,14030
3,207
3,5331
3,14549
3,6870
3,2265
3,4315
3,13538
3,14562
3,228
3,17125
3,231
3,3303
3,1261
3,4334
3,19181
3,8433
3,19700
3,8440
3,3321
3,16129
3,3331
3,2824
3,4361
3,11017
3,6924
3,11532
3,13072
3,281
3,283
3,3357
3,17705
3,10026
3,1323
3,14636
3,3908
3,4933
3,6468
3,4937
3,18251
3,6988
3,15693
3,4430
3,10065
3,15698
3,6483
3,14163
3,18266
3,13661
3,6496
3,865
3,19811
3,12140
3,879
3,7538
3,18806
3,889
3,16761
3,4991
3,7040
3,5505
3,5001
3,4490
3,1422
3,11151
3,6544
3,1425
3,920
3,14744
3,19867
3,10144
3,7077
3,5542
3,19878
3,2986
3,11691
3,12715
3,1966
3,431
3,9650
3,7603
3,1977
3,3514
3,18363
3,16316
3,14273
3,11203
3,453
3,10693
3,18889
3,462
3,13274
3,477
3,7645
3,998
3,1511
3,503
3,3580
3,16381
3,3582
3,7167
4,17921
4,5
4,6665
4,522
4,16398
4,16
4,1041
4,24
4,4125
4,5151
4,16928
4,12323
4,9257
4,559
4,48
4,1072
4,570
4,59
4,19517
4,2118
4,15942
4,585
4,1612
4,16466
4,11859
4,13397
4,2139
4,9825
4,3172
4,4198
4,2155
4,15981
4,4718
4,13935
4,2160
4,12921
4,1151
4,130
4,131
4,2178
4,133
4,134
4,6788
4,1677
4,148
4,17559
4,2202
4,13980
4,161
4,1701
4,7335
4,8362
4,684
4,4784
4,19122
4,15543
4,1731
4,6339
4,2765
4,5338
4,6876
4,224
4,7392
4,12016
4,4853
4,12028
4,14079
