0,1
0,1
0,2
0,3
0,4
0,5
0,6
0,18437
0,16386
0,10
0,11
0,2061
0,15
0,16
0,14374
0,40
0,47
0,4143
0,49
0,51
0,52
0,54
0,12346
0,61
0,62
0,68
0,4168
0,75
0,4171
0,77
0,6224
0,2132
0,88
0,89
0,97
0,16481
0,103
0,8296
0,105
0,6249
0,109
0,112
0,4210
0,119
0,10370
0,136
0,139
0,8331
0,10380
0,145
0,8344
0,156
0,16543
0,4268
0,10420
0,12473
0,186
0,189
0,18624
0,2247
0,16589
0,209
0,2257
0,225
0,228
0,2286
0,14590
0,2305
0,2307
0,269
0,2318
0,6417
0,4376
0,282
0,4378
0,6427
0,12571
0,16667
0,16674
0,292
0,312
0,318
0,319
0,4416
0,326
0,331
0,2380
0,14676
0,347
0,6498
0,361
0,6521
0,14717
0,393
0,4494
0,409
0,4508
0,12703
0,6572
0,8627
0,441
0,2489
0,443
0,2504
0,6600
0,466
0,12768
0,16868
0,12780
0,2541
0,2550
0,2555
0,4609
0,8708
0,2570
0,529
0,6677
0,534
0,8729
0,541
0,543
0,8736
0,14885
0,4666
0,4670
0,6718
0,583
0,588
0,10830
0,8789
0,615
0,2665
0,8820
0,4758
0,668
0,19101
0,2724
0,677
0,15012
0,19142
0,711
0,2759
0,17122
0,8931
0,6885
0,13030
0,744
0,749
0,751
0,2819
0,13065
0,2828
0,781
0,6926
0,785
0,2857
0,811
0,2860
0,816
0,6960
0,17201
0,19253
0,2873
0,2880
0,2898
0,6995
0,857
0,2916
0,7016
0,881
0,885
0,2933
0,7031
0,901
0,17304
0,15261
0,7091
0,7097
0,3002
0,15298
0,969
0,981
0,3031
0,19434
0,13296
0,11255
0,3066
0,13307
0,11260
0,9212
0,7167
0,9222
0,11276
0,5140
0,9240
0,11294
0,19490
0,9252
0,9254
0,11306
0,11307
0,9269
0,1078
0,3132
0,3143
0,7239
0,1105
0,3209
0,3211
0,1165
0,3214
0,1167
0,5268
0,3222
0,13470
0,11423
0,7331
0,15543
0,9401
0,13504
0,5323
0,1230
0,1232
0,19682
0,1291
0,7437
0,15646
0,17708
0,17715
0,3384
0,3392
0,3402
0,1355
0,5451
0,7504
0,9554
0,7524
0,1382
0,17768
0,15724
0,1391
0,13683
0,19841
0,1415
0,19852
0,19855
0,17815
0,9626
0,17822
0,1447
0,7593
0,3512
0,13761
0,17871
0,11730
0,9687
0,1496
0,1511
0,9706
0,5613
0,5621
0,1527
0,1540
0,17927
0,11791
0,1557
0,1576
0,7729
0,5684
0,7744
0,3678
0,1635
0,3684
0,5731
0,1645
0,1656
0,9865
0,3729
0,16017
0,3735
0,5783
0,3737
0,9882
0,1701
0,18098
0,14004
0,7861
0,14010
0,11963
0,7871
0,7877
0,18123
0,1761
0,7919
0,14077
0,1814
0,1851
0,16190
0,1859
0,3928
0,1883
0,5983
0,8049
0,3955
0,1909
0,1936
0,10146
0,1971
0,1977
0,16325
0,4039
0,14315
0,4076
0,2032
0,2040
1,17922
1,899
1,6
1,9097
1,10251
1,140
1,18830
1,15
1,1937
1,17041
1,22
1,5400
1,26
1,3867
1,19743
1,7072
1,1571
1,6179
1,4903
1,5415
1,7978
1,5805
1,46
1,5040
1,6960
1,11312
1,19507
1,704
1,6336
1,456
1,17870
1,2129
1,7121
1,7135
1,2156
1,125
1,3702
1,120
1,6905
1,4604
1,637
2,19073
2,4610
2,5
2,6
2,15366
2,9
2,265
2,2827
2,15629
2,18574
2,15379
2,2325
2,2709
2,4376
2,4379
2,15267
2,2854
2,2730
2,1200
2,53
2,565
2,1334
2,2872
2,6327
2,314
2,8887
2,5564
2,8764
2,3902
2,12605
2,3520
2,1089
2,15550
2,3575
2,16704
2,837
2,11973
2,17735
2,17862
2,14793
2,714
2,1994
2,10442
2,463
2,595
2,18771
2,19285
2,86
2,470
2,12375
2,19286
2,19289
2,17499
2,19930
2,8935
2,10857
2,3690
2,8426
2,9199
2,15218
2,1524
2,1911
3,4612
3,5
3,7
3,8
3,9223
3,18444
3,13
3,16
3,2580
3,1557
3,23
3,14872
3,14873
3,17431
3,14363
3,16416
3,33
3,11811
3,7716
3,1062
3,1574
3,8745
3,49
3,50
3,13362
3,9780
3,53
3,567
3,10297
3,1093
3,8262
3,1102
3,3675
3,19043
3,615
3,618
3,13932
3,2160
3,3188
3,1142
3,124
3,11902
3,1665
3,7809
3,3207
3,9355
3,7821
3,3727
3,4752
3,146
3,147
3,6802
3,7828
3,3228
3,683
3,3247
3,2227
3,1204
3,6326
3,19641
3,702
3,10441
3,16585
3,18633
3,18636
3,718
3,4814
3,11982
3,12496
3,18128
3,215
3,1751
3,10455
3,10456
3,219
3,11483
3,15585
3,6371
3,3818
3,235
3,3309
3,238
3,9454
3,17133
3,1780
3,9471
3,19712
3,769
3,1311
3,11554
3,16176
3,2362
3,12093
3,6975
3,4939
3,6477
3,15696
3,2909
3,357
3,9062
3,16229
3,17767
3,9577
3,1386
3,18277
3,5998
3,369
3,371
3,1398
3,383
3,3460
3,5509
3,11143
3,19341
3,408
3,924
3,2982
3,8102
3,15787
3,4019
3,4026
3,15805
3,15808
3,19916
3,19405
3,18906
3,5084
3,5087
3,5605
3,9190
3,9193
3,494
3,3567
3,19951
3,16373
3,1019
3,19965
3,4094
3,5631
4,11393
4,918
4,160
4,1445
4,55
4,696
4,571
4,188
4,1213
4,3014
4,2513
4,210
4,86
4,982
4,92
4,1120
4,3306
4,8557
4,3185
4,11004
5,1539
5,1540
5,2566
5,7170
5,13831
5,9
5,522
5,1545
5,1548
5,16397
5,17930
5,15
5,16
5,20
5,21
5,15892
5,535
5,25
5,18969
5,540
5,10781
5,10782
5,37
5,38
5,2599
5,42
5,47
5,13359
5,4146
5,15410
5,6196
5,53
5,10293
5,18997
5,56
5,16443
5,7740
5,5183
5,1090
5,19011
5,69
5,10822
5,71
5,3655
5,73
5,16454
5,1099
5,76
5,77
5,5195
5,19535
5,81
5,3154
5,12883
5,3668
5,12376
5,90
5,1114
5,92
5,1627
5,2141
5,7770
5,7771
5,1633
5,1122
5,611
5,100
5,13408
5,4198
5,11879
5,2667
5,1132
5,621
5,9837
5,9838
5,5744
5,13419
5,13932
5,2676
5,1143
5,119
5,122
5,19583
5,13441
5,2179
5,1158
5,8327
5,10895
5,144
5,1170
5,11925
5,8855
5,3737
5,3738
5,5786
5,6300
5,1182
5,7326
5,1184
5,3232
5,7330
5,3237
5,3241
5,17577
5,685
5,686
5,9391
5,15025
5,1714
5,16562
5,181
5,694
5,18103
5,186
5,8890
5,16059
5,192
5,12993
5,1731
5,14019
5,1223
5,202
5,205
5,14030
5,7380
5,1750
5,216
5,2264
5,7384
5,11480
5,15069
5,4834
5,17127
5,6377
5,746
5,15081
5,14060
5,2797
5,15594
5,8943
5,18158
5,2289
5,754
5,19692
5,8953
5,762
5,3836
5,13053
5,2305
5,4358
5,4361
5,266
5,778
5,3338
5,3340
5,4363
5,3855
5,1296
5,11542
5,2840
5,7961
5,796
5,797
5,5405
5,15135
5,6432
5,13091
5,12581
5,1832
5,7464
5,12074
5,2859
5,15661
5,303
5,3888
5,10543
5,11570
5,2867
5,308
5,11059
5,19256
5,4409
5,12090
5,18236
5,830
5,1343
5,9536
5,12098
5,18243
5,1860
5,1861
5,326
5,1865
5,3916
5,335
5,19796
5,3925
5,3928
5,12123
5,9056
5,357
5,3429
5,12646
5,15719
5,7529
5,2923
5,15214
5,10097
5,5495
5,12151
5,12153
5,12663
5,13691
5,4988
5,8573
5,15223
5,7551
5,15742
5,15748
5,389
5,390
5,3461
5,9606
5,18312
5,3979
5,4492
5,8589
5,910
5,2959
5,1425
5,402
5,12689
5,9620
5,13205
5,918
5,2966
5,3478
5,3481
5,7062
5,8089
5,10135
5,14236
5,19868
5,14940
5,6049
5,1957
5,1958
5,9637
5,1448
5,12201
5,15271
5,18853
5,15276
5,431
5,7089
5,2995
5,5043
5,437
5,6069
5,440
5,14266
5,3517
5,9661
5,961
5,4033
5,964
5,1988
5,9156
5,7623
5,15304
5,5577
5,13259
5,4556
5,1997
5,7628
5,10703
